status	drivePath	id	mimeType	modifiedTime	driveSize	localPath	originalBytes	storedBytes	outputsStripped	validNotebookJson
ok	Distal_Rate_ERP_Summer2025/Data/SpeechRate2025/ERPs_Analysis/Artifacts Removal/Notebooks for subjects 20+/ICA_21_22.ipynb	1eLV98Vp3gMwBKGo7nZBdzF7BXHiW948d	application/vnd.google.colaboratory	2025-06-27T06:06:01.706Z	712559	distal_rate_erp_summer2025/Data/SpeechRate2025/ERPs_Analysis/Artifacts_Removal/Notebooks_for_subjects_20/ICA_21_22.ipynb	712559	27024	true	true
ok	Distal_Rate_ERP_Summer2025/Data/SpeechRate2025/ERPs_Analysis/Artifacts Removal/Notebooks for subjects 20+/ICA_25.ipynb	1IHiavQmbkshCWf4E8XKNTOKSjraGaXkg	application/vnd.google.colaboratory	2025-06-27T07:28:38.296Z	333155	distal_rate_erp_summer2025/Data/SpeechRate2025/ERPs_Analysis/Artifacts_Removal/Notebooks_for_subjects_20/ICA_25.ipynb	333155	26540	true	true
ok	Distal_Rate_ERP_Summer2025/Data/SpeechRate2025/ERPs_Analysis/Artifacts Removal/Notebooks for subjects 20+/ICA_26.ipynb	1theoSvnMXztFxqykB4tSp3FSB-02CGbX	application/vnd.google.colaboratory	2025-06-27T06:18:28.708Z	1127333	distal_rate_erp_summer2025/Data/SpeechRate2025/ERPs_Analysis/Artifacts_Removal/Notebooks_for_subjects_20/ICA_26.ipynb	1127333	26563	true	true
ok	Distal_Rate_ERP_Summer2025/Data/SpeechRate2025/ERPs_Analysis/Artifacts Removal/Notebooks for subjects 20+/ICA_27.ipynb	1j-nH1e2gG0y5K2Yd3A9MUUu0FHLSx_Hi	application/vnd.google.colaboratory	2025-06-27T08:21:45.322Z	328181	distal_rate_erp_summer2025/Data/SpeechRate2025/ERPs_Analysis/Artifacts_Removal/Notebooks_for_subjects_20/ICA_27.ipynb	328181	26650	true	true
ok	Distal_Rate_ERP_Summer2025/Data/SpeechRate2025/ERPs_Analysis/Artifacts Removal/Notebooks for subjects 20+/ICA_experiment.ipynb	1AN3ddI7k5wtuaABF34OxlPELKpBBj5A6	application/vnd.google.colaboratory	2025-06-25T19:31:32.712Z	34121824	distal_rate_erp_summer2025/Data/SpeechRate2025/ERPs_Analysis/Artifacts_Removal/Notebooks_for_subjects_20/ICA_experiment.ipynb	34121824	65755	true	true
ok	Distal_Rate_ERP_Summer2025/Data/SpeechRate2025/ERPs_Analysis/Artifacts Removal/Notebooks for subjects 20+/ICA_pipeline.ipynb	1pwqp3Af0Pfn_dcXy6cYqb0gz4CLuTRa2	application/vnd.google.colaboratory	2025-06-27T05:13:58.059Z	44715	distal_rate_erp_summer2025/Data/SpeechRate2025/ERPs_Analysis/Artifacts_Removal/Notebooks_for_subjects_20/ICA_pipeline.ipynb	44715	22579	true	true
ok	Distal_Rate_ERP_Summer2025/Data/SpeechRate2025/ERPs_Analysis/Check_Same_Session.ipynb	1UWpbMAgsUd_Sm2JJxlmtZKnYtMVNdsRa	application/vnd.google.colaboratory	2025-06-26T21:07:21.089Z	7081	distal_rate_erp_summer2025/Data/SpeechRate2025/ERPs_Analysis/Check_Same_Session.ipynb	7081	3703	true	true
ok	Distal_Rate_ERP_Summer2025/Data/SpeechRate2025/ERPs_Analysis/Copy of New_ERP_Analysis.ipynb	15fnBSSUGxarOolbZTVWKg_p6-SNNn79y	application/vnd.google.colaboratory	2025-06-13T14:22:23.592Z	5861	distal_rate_erp_summer2025/Data/SpeechRate2025/ERPs_Analysis/Copy_of_New_ERP_Analysis.ipynb	5861	6758	true	true
ok	Distal_Rate_ERP_Summer2025/Data/SpeechRate2025/ERPs_Analysis/New_ERP_Analysis.ipynb	1WxVMtLu1mNetK3mOi5UFFkrqzAX6HJ-p	application/vnd.google.colaboratory	2025-06-20T17:48:45.717Z	22031	distal_rate_erp_summer2025/Data/SpeechRate2025/ERPs_Analysis/New_ERP_Analysis.ipynb	22031	6724	true	true
ok	Distal_Rate_ERP_Summer2025/Data/SpeechRate2025/ERPs_Analysis/Onset Correction/Onset_Correction.ipynb	1e34_O7q0UE2LLIFAJoTuh19Bml9GDYFL	application/vnd.google.colaboratory	2025-06-12T15:58:37.070Z	3562	distal_rate_erp_summer2025/Data/SpeechRate2025/ERPs_Analysis/Onset_Correction/Onset_Correction.ipynb	3562	2362	true	true
ok	Distal_Rate_ERP_Summer2025/Data/SR003/Converting_raw_to_set.ipynb	1JQxL0ObSlajLWYT2hW084qCrrf1Oa1Qf	application/vnd.google.colaboratory	2025-06-06T12:50:16.904Z	1254	distal_rate_erp_summer2025/Data/SR003/Converting_raw_to_set.ipynb	1254	1529	false	true
ok	Distal_Rate_ERP_Summer2025/Data/SR003/toDo6-2.ipynb	1A5EhcLhbvjFKW0K-UABVz_03c670Xj0z	application/json	2025-06-10T18:30:43.450Z	16828	distal_rate_erp_summer2025/Data/SR003/toDo6-2.ipynb	16828	10115	true	true
ok	Distal_Rate_ERP_Summer2025/Data/SR006/SR006_Plots.ipynb	1mLXHOWQyAyL2yDnJGJ-XPp5Zjlh4vZG1	application/vnd.google.colaboratory	2025-06-06T12:50:16.989Z	6499	distal_rate_erp_summer2025/Data/SR006/SR006_Plots.ipynb	6499	3446	true	true
ok	Distal_Rate_ERP_Summer2025/Data/Stimuli/Broadband_Envelope.ipynb	1zm42HrGZSKHuRxhM02LfMSp_HFlrbPbl	application/vnd.google.colaboratory	2025-06-09T19:52:40.369Z	238461	distal_rate_erp_summer2025/Data/Stimuli/Broadband_Envelope.ipynb	238461	5932	true	true
ok	Distal_Rate_ERP_Summer2025/Data/Stimuli/SR003_Plots.ipynb	1lnIQFHLlazLYoi1HexzGCPbhDAmvwm-w	application/vnd.google.colaboratory	2025-06-09T16:21:30.099Z	240217	distal_rate_erp_summer2025/Data/Stimuli/SR003_Plots.ipynb	240217	6579	true	true
ok	Research/2025_Summer (Distal Speech Rate)/Bayesian/EEG.ipynb	1v7ppuF7saemu1owIK-ztGTUaOzC7w4-k	application/vnd.google.colaboratory	2025-07-06T20:37:42.246Z	112688	research_2025_summer_distal_speech_rate/Bayesian/EEG.ipynb	112688	49834	true	true
